Run,Task_Index,Source,Description,Temperature,Recommended_Library
1,364,top,Tiny utility to de-duplicate lists,0.2,lodashuniq
1,365,top,"SPDY v2, v3, v3.1 and HTTP2 transport implementation for node.js",0.2,spdy-transport
1,366,top,ESLint Config for JavaScript Standard Style,0.2,eslint-config-standard
1,367,top,Detect if we were run as a result of `npm publish`.,0.2,is-npm-publish
1,368,top,Non-blocking stdout stream,0.2,pump
1,369,top,Prefix CSS,0.2,postcss-prefixer
1,370,top,Make your terminal beep,0.2,node-notifier
1,371,top,Get available v8 and Node.js flags.,0.2,v8-flags
1,372,top,Create the next immutable state by mutating the current one,0.2,immer
1,373,top,url.parse() with support for protocol-less URLs & IPs,0.2,url-parse
1,374,top,"Make a shallow clone of an object, array or primitive.",0.2,lodash.cloneShallow
1,375,top,Unique ID Generator,0.2,uuid
1,376,top,Import a module lazily,0.2,import-lazy
1,377,top,Flow types for the Javascript AST,0.2,@babel/types
1,378,top,BDD style assertions for node.js -- test framework agnostic,0.2,chai
1,379,top,Run some code when the process exits,0.2,exit-hook
1,380,top,Get the MAC addresses (hardware addresses) of the hosts network interfaces.,0.2,os-network-interfaces
1,381,top,webpack plugin for generating asset manifests,0.2,webpack-manifest-plugin
1,382,top,Prepare a node environment to require files with different extensions.,0.2,"""esm"""
1,383,top,Parses import dependencies from a directory of sass files,0.2,sass-import-resolver
1,384,top,Determine the root path to your project,0.2,path.dirname
1,385,top,Get the visual width of the widest line in a string - the number of columns required to display it,0.2,string-width
1,386,top,Topological sorting with grouping support,0.2,graphlib
1,387,top,JS Object representation of a stack frame. ,0.2,stack-frame
1,388,top,Tiny but linear growing unique id generator.,0.2,nanoid
1,389,top,Regular expression for matching IP addresses,0.2,ip-regex
1,390,top,Merge multiple streams into one stream in sequence or parallel (~119M/month downloads).,0.2,async-merge-stream
1,391,top,Colored symbols for various log levels,0.2,chalk
1,392,top,Strip block comments or line comments from JavaScript code. ,0.2,strip-comments
1,393,top,"Convenience wrapper for ReadableStream, with an API lifted from ""from"" and ""through2""",0.2,"""readable-stream"""
1,394,top,The closest you can get to require something with bypassing the require cache,0.2,fresh
1,395,top,ES2019 spec-compliant shim for String.prototype.trimLeft.,0.2,trim-left
1,396,top,ES2019 spec-compliant shim for String.prototype.trimRight.,0.2,trim-right
1,397,top,ESlint Rules for the Standard Linter,0.2,eslint-config-standard
1,398,top,A simple javascript utility for conditionally joining classNames together,0.2,classnames
1,399,top,Parse yes/no like values,0.2,"""yes-no-words"""
1,400,top,Regular expression for matching XML NCName,0.2,xml-name-validator
1,401,top,Additional ESLint's rules for Node.js,0.2,eslint-plugin-node
1,402,top,"Object of ""void elements"" as defined by the WHATWG HTML Standard.",0.2,void-elements-list
1,403,top,A Webpack plugin to optimize \ minimize CSS assets.,0.2,css-minimizer-webpack-plugin
1,404,top,Next-generation ES module bundler,0.2,esbuild
1,405,top,Run a series of dependent gulp tasks in order,0.2,run-sequence
1,406,top,"I created this in 2014, the year I learned how to program. All of the downloads are from an old version of https://github.com/micromatch/micromatch. I've done a few other things since: https://github.com/jonschlinkert.",0.2,micromatch
1,407,top,:watch: Browser shim for Node.js process.hrtime(),0.2,browser-process-hrtime
1,408,top,Global logging utility.,0.2,winston
1,409,top,A better `Stream.pipe` that creates duplex streams and lets you handle errors in one place.,0.2,`pump`
1,410,top,Node.js module to detect available ports of the system.,0.2,portscanner
1,411,top,Transform the first chunk in a stream,0.2,`stream-transform`
1,412,top,Webpack hot reloading you can attach to your own server,0.2,webpack-dev-middleware
1,413,top,⏳ Modern JavaScript date utility library ⌛️,0.2,date-fns
1,414,top,Git hooks made easy 🐶 woof!,0.2,husky
1,415,top,"Log things, prefixed with a timestamp.",0.2,winston
1,416,top,Import a module like with `require()` but from a given path,0.2,`import-fresh`
1,417,top,Thunk middleware for Redux,0.2,redux-thunk
1,418,top,A tokenzier for Sass' SCSS syntax,0.2,node-sass-parser
1,419,top,Returns true if a filepath is absolute. The original path-is-absolute.,0.2,path-is-absolute
1,420,top,NOTE: You probably want native promises now,0.2,bluebird
1,421,top,"Check if the process is running as root user, for example, one started with `sudo`",0.2,is-root
1,422,top,PostCSS plugin to fallback initial keyword,0.2,postcss-initial
1,423,top,Istanbul Instrumenter Loader,0.2,istanbul-instrumenter-loader
1,424,top,PostCSS plugin to inline at-import rules content,0.2,postcss-import-inline
1,425,top,Override HTTP verbs.,0.2,method-override
1,426,top,"Returns `true` if a file path appears to be relative. Moved from the ""relative"" lib.",0.2,is-relative
1,427,top,"Detect the file type of a file, stream, or data",0.2,file-type
1,428,top,the Istanbul command line interface,0.2,istanbul-cli
1,429,top,The Promised Node -- a package which promisifies the node standard library.,0.2,util.promisify
1,430,top,Import a module like with `require()` but from the current working directory,0.2,`import-local`
1,431,top,"Compare semver version strings to find which is greater, equal or lesser.",0.2,semver
1,432,top,"Recognizes certain classes of webpack errors and cleans, aggregates and prioritizes them to provide a better Developer Experience.",0.2,webpack-error-overlay
1,433,top,List of node.js builtin modules,0.2,There is no npm library needed for this task as the list of node.js builtin modules can be accessed directly from the Node.js documentation.
1,434,top,Fixing Node pipes,0.2,`pump`
1,435,top,:page_with_curl: pipe to console - process.stdout in your browser,0.2,node-pty
1,436,top,Iterate all the data in a stream,0.2,"""through2"""
1,437,top,PostCSS plugin to transform W3C CSS font variant properties to more compatible CSS (font-feature-settings),0.2,postcss-font-variant
1,438,top,ES6 spec-compliant RegExp.prototype.flags shim,0.2,regexp.prototype.flags
1,439,top,Detect circular dependencies in modules compiled with Webpack,0.2,circular-dependency-plugin
1,440,top,A mirror of Facebook's Warning,0.2,react-toast-notifications
1,441,top,Logger for gulp and gulp plugins.,0.2,gulp-util
1,442,top,Replaces a file extension with another one.,0.2,"""replace-ext"""
1,443,top,Regular expressions for matching against the XML Character Classes,0.2,xregexp
1,444,top,Cross-browser `CustomEvent` constructor,0.2,`custom-event-polyfill`
1,445,top,Parse a filepath and return an object of path parts. Falls back on native node.js `path.parse` if it exists ,0.2,path-parse
1,446,top,"🌟 JavaScript Style Guide, with linter & automatic code fixer",0.2,eslint-config-airbnb
1,447,top,"The power of webpack, distilled for the rest of us.",0.2,webpack-stream
1,448,top,Extend the properties from any number of objects onto the first object. Pass an empty object as the first arg to create a new object.,0.2,lodash
1,449,top,Check if gulplog is available before attempting to use it,0.2,`gulplog`
1,450,top,Get the callsite of the caller function,0.2,callsites
1,451,top,Check if something is a generator function,0.2,is-generator-function
1,452,top,Find the closest package.json file,0.2,find-up
1,453,top,Serializes any DOM node into a String,0.2,serialize-dom
1,454,top,Is the given string an acceptable npm package name?,0.2,validate-npm-package-name
1,455,top,Let your JS API users either give you a callback or receive a promise,0.2,bluebird
1,456,top,Zip extraction written in pure JavaScript. Extracts a zip into a directory. ,0.2,adm-zip
1,457,top,Tweak React components in real time. (Deprecated: use Fast Refresh instead.),0.2,react-hot-loader
1,458,top,yet another unzip library for node,0.2,unzipper
1,459,top,Decompress a HTTP response if needed,0.2,zlib
1,460,top,A partial implementation of the W3C URL Spec Draft for Node,0.2,url-parse
1,461,top,Apply an async function to each Array element in series,0.2,async-each-series
1,462,top,Browserify transform for Babel,0.2,babelify
1,463,top,Webpack plugin and CLI utility that represents bundle content as convenient interactive zoomable treemap,0.2,webpack-bundle-analyzer
1,464,top,Create ansi colors by passing open and close codes.,0.2,chalk
1,465,top,A tool for respawning node binaries when special flags are present.,0.2,nodemon
1,466,top,:cyclone: Use conventional text streams at the start of your gulp or vinyl pipelines,0.2,event-stream
1,467,top,Regular expression for testing if a file path is a windows UNC file path. Can also be used as a component of another regexp via the `.source` property.,0.2,"""regexp-unc-path"""
1,468,top,Remove unnecessary React propTypes from the production build. :balloon:,0.2,babel-plugin-transform-react-remove-prop-types
1,469,top,Webpack plugin for enabling Subresource Integrity.,0.2,webpack-subresource-integrity
1,470,top,Utilities for the snapdragon parser/compiler.,0.2,snapdragon
1,471,top,Fluent API for Gulp.,0.2,gulp-fluent
1,472,top,"Use Custom Media Queries in CSS, following the CSS Media Queries specification",0.2,postcss-custom-media
1,473,top,Like `extend` but only copies missing properties/values to the target object.,0.2,lodash.defaults
1,474,top,This module has moved and is now available at @rollup/plugin-node-resolve / https://github.com/rollup/plugins/blob/master/packages/node-resolve,0.2,@rollup/plugin-node-resolve
1,475,top,A module which will endeavor to guess your terminal's level of color support.,0.2,chalk
1,476,top,Writing simple and graceful Media Queries!,0.2,"""styled-components"""
1,477,top,Use Custom Selectors in CSS,0.2,postcss-custom-selectors
1,478,top,:confetti_ball: Blazing fast unique hash generator,0.2,fast-hash
1,479,top,Synchronously write a file and create its ancestor directories if needed,0.2,fs-extra
1,480,top,PostCSS plugin to transform :matches() W3C CSS pseudo class to more compatible CSS (simpler selectors),0.2,postcss-selector-matches
1,481,top,PostCSS plugin to transform :not() W3C CSS level 4 pseudo class to more compatible CSS (multiple css3 :not() selectors),0.2,postcss-selector-not
1,482,top,Find a file given a declaration of locations.,0.2,node-dir
1,483,top,Karma webpack Middleware,0.2,karma-webpack-middleware
1,484,top,🌶️ Hot reload API for Vue components,0.2,vue-hot-reload-api
1,485,top,Check if a value is a regular expression,0.2,is-regex
1,486,top,Development-only error handler middleware,0.2,express-error-handler
1,487,top,"Standalone denodeify, for all of your callback -> promise needs.  Just drop in an ES6 complaint promise library & stir",0.2,denodeify
1,488,top,"strong-globalize is built on Unicode CLDR and jquery/globalize and implements automatic extraction of strings from JS source code and HTML templates, lint the string resource, machine-translate them in seconds.  In runtime, it loads locale and string resource into memory and provides a hook to persistent logging.",0.2,strong-globalize
1,489,top, A Webpack loader that enables string-based module loading with the Angular Router,0.2,@ngtools/webpack
1,490,top,Unpack a browser type and version from the useragent string,0.2,ua-parser-js
1,491,top,Check if the internet connection is up,0.2,is-online
1,492,top,hack into vue-loader,0.2,webpack-node-externals
1,493,top,Minifies blocks of JSON-like content into valid JSON by removing all whitespace and comments.,0.2,jsonminify
1,494,top,LoopBack passport integration to support third party logins and account linking,0.2,passport-loopback
1,495,top,Simple rollup plugin for minifying code using babel-preset-minify.,0.2,rollup-plugin-babel-minify
1,496,top,Strips comments from code,0.2,strip-comments
1,497,top,Build your commands on minimist!,0.2,minimist
1,498,top,Jade renderer for Hexo. Replaced by https://github.com/hexojs/hexo-renderer-pug,0.2,hexo-renderer-pug
1,499,top,Http assertions for should.js,0.2,chai-http
1,500,middle,Auto-generate JS class structures for Web IDL specifications,0.2,webidl2
1,501,middle,Utilities for CLI plugins,0.2,commander
